3077,42 Up,1998,N/A,21 Jul 1998,139 min,"Documentary, Biography",Michael Apted,N/A,"Bruce Balden, Jacqueline Bassett, Symon Basterfield, Andrew Brackfield",Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,"English, Latin",UK,https://m.media-amazon.com/images/M/MV5BNGVlMGE3MmQtNDhjYS00M2UwLWE0YzktOTk2OGQyZjhiZWNjXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_SX300.jpg,8.2,"2,488",tt0164312
3078,Liberty Heights,1999,R,31 Dec 1999,127 min,"Comedy, Drama, Music, Romance",Barry Levinson,Barry Levinson,"Adrien Brody, Ben Foster, Orlando Jones, Bebe Neuwirth","Baltimore, Fall 1954: Schools implement the new integration law. Ben finds the ""colored"" girl in his class cute - upsetting his Jewish mom and granny. Ben talks to her while his brother looks for his WASP dream girl.","English, German, Yiddish",USA,https://m.media-amazon.com/images/M/MV5BMTQyNDY5MzczMF5BMl5BanBnXkFtZTYwMjY4MzQ3._V1_SX300.jpg,7.0,"6,463",tt0165859
3079,Mansfield Park,1999,PG-13,25 Dec 1999,112 min,"Comedy, Drama, Romance",Patricia Rozema,"Jane Austen (novel), Patricia Rozema","Hannah Taylor Gordon, Talya Gordon, Lindsay Duncan, Bruce Byron","Fanny, born into a poor family, is sent away to live with wealthy uncle Sir Thomas, his wife and their four children, where she'll be brought up for a proper introduction to society.",English,UK,https://m.media-amazon.com/images/M/MV5BNjUyNDg5OWUtYjZmMC00MmQ4LThjZjYtZmE4MzBhMzI2MzQ1XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,7.0,"22,310",tt0178737
3080,"Goodbye, 20th Century",1998,N/A,01 Oct 2007,83 min,"Adventure, Comedy, Fantasy, Horror, Sci-Fi","Darko Mitrevski, Aleksandar Popovski","Darko Mitrevski, Aleksandar Popovski","Lazar Ristovski, Nikola Ristanovski, Vlado Jovanovski, Dejan Acimovic","In the year 2019, after global destruction and descent into savagery, the immortal Kuzman discovers his destiny. As he enters the whirling circles of time, he discovers the blasphemy of our century, and how it is to close its circle.","Macedonian, English",Republic of North Macedonia,https://m.media-amazon.com/images/M/MV5BOTQ2MTU1NzU5Nl5BMl5BanBnXkFtZTYwMTc4NDg4._V1_SX300.jpg,6.8,566,tt0179196
3081,Sleepy Hollow,1999,R,19 Nov 1999,105 min,"Fantasy, Horror, Mystery",Tim Burton,"Washington Irving (story ""The Legend of Sleepy Hollow""), Kevin Yagher (screen story), Andrew Kevin Walker (screen story), Andrew Kevin Walker (screenplay)","Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon","Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman.","English, Latin","USA, Germany",https://m.media-amazon.com/images/M/MV5BMTQ4Yjk5ODEtNGFkOS00OTY1LTgwYTYtOTFkNmU2NzBmNGM2XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,7.3,"335,308",tt0162661
3082,The World Is Not Enough,1999,PG-13,19 Nov 1999,128 min,"Action, Adventure, Crime, Thriller",Michael Apted,"Neal Purvis (story), Robert Wade (story), Neal Purvis (screenplay), Robert Wade (screenplay), Bruce Feirstein (screenplay)","Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards","James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.","English, Russian, Spanish","UK, USA",https://m.media-amazon.com/images/M/MV5BMjA0MzUyNjg0MV5BMl5BanBnXkFtZTcwNDY5MDg0NA@@._V1_SX300.jpg,6.4,"190,406",tt0143145
3083,All About My Mother,1999,R,31 Mar 2000,101 min,Drama,Pedro Almodóvar,Pedro Almodóvar,"Cecilia Roth, Marisa Paredes, Candela Peña, Antonia San Juan","Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.","Spanish, Catalan","Spain, France",https://m.media-amazon.com/images/M/MV5BZTk2ZTMzMmUtZjUyNi00YzMyLWE3NTAtNDNjNzU3MGQ1YTFjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,7.8,"90,372",tt0185125
3084,Home Page,1998,N/A,24 Jan 1999,102 min,Documentary,Doug Block,"Doug Block, Deborah Rosenberg","Joey Anuff, Justin Hall, Jaime Levy, Julie Peterson","The career of an Internet pioneer, Justin Hall, who was one of the first bloggers, is profiled.",English,"Germany, USA",https://m.media-amazon.com/images/M/MV5BMzFlY2FiMzYtNjk0MC00MzI1LWE0YmYtY2E5ZTNiYjlmNzc3XkEyXkFqcGdeQXVyNTMwMDY1OQ@@._V1_SX300.jpg,6.8,47,tt0144969
3085,The Living Dead Girl,1982,Not Rated,25 Aug 1982,86 min,Horror,Jean Rollin,"Gregory K. Heller, Jacques Ralf (dialogue), Jacques Ralf (french adaptation), Jean Rollin (french adaptation), Jean Rollin (original screenplay)","Marina Pierro, Françoise Blanchard, Mike Marshall, Carina Barone","A toxic spill revives a beautiful, dead heiress who, with the help of her childhood friend, must quench her insatiable thirst for blood.","French, English",France,https://m.media-amazon.com/images/M/MV5BNTdjM2RjMGUtN2IwNi00ZDZlLTllMDQtNjllOWVmMmM5NjViXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,5.8,"1,956",tt0084357
3086,March of the Wooden Soldiers,1934,Passed,14 Dec 1934,77 min,"Comedy, Family, Fantasy, Musical","Gus Meins, Charley Rogers","Frank Butler (screen play), Nick Grinde (screen play)","Virginia Karns, Charlotte Henry, Felix Knight, Florence Roberts","Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",English,USA,https://m.media-amazon.com/images/M/MV5BZTYxNzA3ZDUtYTM2MC00MmM5LThmNzUtMDgzZWJmYjcyNTc1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,7.2,"6,312",tt0024852
3087,Scrooged,1988,PG-13,23 Nov 1988,101 min,"Comedy, Drama, Fantasy, Romance",Richard Donner,"Mitch Glazer, Michael O'Donoghue, Charles Dickens (novel)","Bill Murray, Karen Allen, John Forsythe, John Glover","A selfish, cynical television executive is haunted by three spirits bearing lessons on Christmas Eve.",English,USA,https://m.media-amazon.com/images/M/MV5BM2NlMDQzMDktNTMyZS00MjBjLWI0MmEtMzgzZDM2ZTVkNzE1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,7.0,"89,608",tt0096061
3088,Harvey,1950,Approved,21 Dec 1950,104 min,"Comedy, Drama, Fantasy",Henry Koster,"Mary Chase (from the Pulitzer Prize Play by), Mary Chase (screenplay), Oscar Brodney (screenplay)","Wallace Ford, William H. Lynn, Victoria Horne, Jesse White","Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.","English, Spanish, Latin",USA,https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,7.9,"52,903",tt0042546
3089,Bicycle Thieves,1948,Not Rated,13 Dec 1949,89 min,Drama,Vittorio De Sica,"Cesare Zavattini (story), Luigi Bartolini (novel), Oreste Biancoli (screenplay), Suso Cecchi D'Amico (screenplay), Vittorio De Sica (screenplay), Adolfo Franci (screenplay), Gherardo Gherardi (screenplay), Gerardo Guerrieri (screenplay), Cesare Zavattini (screenplay)","Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri","In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.","Italian, English, German",Italy,https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,8.3,"149,917",tt0040522
3090,Matewan,1987,PG-13,28 Aug 1987,135 min,"Drama, History",John Sayles,John Sayles,"Chris Cooper, Mary McDonnell, Will Oldham, David Strathairn",A labor union organizer comes to an embattled mining community brutally and violently dominated and harassed by the mining company.,"English, Italian",USA,https://m.media-amazon.com/images/M/MV5BZmFlYzMxMTItODgyYy00ZjM2LTkzZGEtOGZmMTc0YzlmY2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.9,"7,465",tt0093509
3091,Kagemusha,1980,PG,10 Oct 1980,162 min,"Drama, History, War",Akira Kurosawa,"Masato Ide, Akira Kurosawa","Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu",A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,Japanese,"Japan, USA",https://m.media-amazon.com/images/M/MV5BMzFhNWVmNWItNGM5OC00NjZhLTk3YTQtMjE1ODUyOThlMjNmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,8.0,"32,863",tt0080979
3092,Chushingura,1962,N/A,03 Oct 1963,207 min,"Action, Drama, History",Hiroshi Inagaki,Toshio Yasumi (screenplay),"Yûzô Kayama, Tatsuya Mihashi, Akira Takarada, Yôsuke Natsuki","After their lord is tricked into committing ritual suicide, forty-seven samurai warriors await the chance to avenge their master and reclaim their honor.",Japanese,Japan,https://m.media-amazon.com/images/M/MV5BMjE2MDIwMzI0Ml5BMl5BanBnXkFtZTcwMDc3NTcyMQ@@._V1_SX300.jpg,7.6,"1,907",tt0055850
3093,McCabe & Mrs. Miller,1971,R,23 Jun 1972,120 min,"Drama, Western",Robert Altman,"Edmund Naughton (novel), Robert Altman (screenplay), Brian McKay (screenplay)","Warren Beatty, Julie Christie, Rene Auberjonois, William Devane","A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene.","English, Cantonese",USA,https://m.media-amazon.com/images/M/MV5BMmMxMTk0MmMtY2I0YS00NjcwLTk2NjYtOWFlOTA0M2EzNjgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.7,"22,674",tt0067411
3094,Maurice,1987,R,18 Sep 1987,140 min,"Drama, Romance",James Ivory,"E.M. Forster (from the novel by), Kit Hesketh-Harvey (screenplay), James Ivory (screenplay)","James Wilby, Hugh Grant, Rupert Graves, Denholm Elliott","After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",English,UK,https://m.media-amazon.com/images/M/MV5BZTU1OTViNGEtYmViMS00YjllLWI4OTEtNGNkMWJhY2U4YjAxXkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_SX300.jpg,7.7,"16,905",tt0093512
3095,The Grapes of Wrath,1940,Passed,15 Mar 1940,129 min,"Drama, History",John Ford,"Nunnally Johnson (screen play), John Steinbeck (based on the novel by)","Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin","A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",English,USA,https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8.1,"86,481",tt0032551
3096,My Man Godfrey,1957,Unrated,09 Dec 1957,92 min,Comedy,Henry Koster,"Eric Hatch (novel), Peter Berneis, William Bowers, Everett Freeman, Eric Hatch (based on the screenplay by), Morrie Ryskind (based on the screenplay by)","June Allyson, David Niven, Jessie Royce Landis, Robert Keith","The spoiled daughter of a rich American family hires as butler an Austrian vagrant she finds on a pier, without knowing that he illegally jumped ship.",English,USA,https://m.media-amazon.com/images/M/MV5BNmZiNTQzMTYtZWZkMS00YWQwLWI0MTYtM2E2NTJjNTMxNGQ4XkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,6.3,816,tt0050738
3097,The Shop Around the Corner,1940,Not Rated,12 Jan 1940,99 min,"Comedy, Drama, Romance",Ernst Lubitsch,"Samson Raphaelson (screenplay), Miklós László (based on a play by)","Margaret Sullavan, James Stewart, Frank Morgan, Joseph Schildkraut","Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",English,USA,https://m.media-amazon.com/images/M/MV5BNzc1MTcyNTQ5N15BMl5BanBnXkFtZTgwMzgwMDI0MjE@._V1_SX300.jpg,8.1,"28,967",tt0033045
3098,The Natural,1984,PG,11 May 1984,138 min,"Drama, Sport",Barry Levinson,"Bernard Malamud (novel), Roger Towne (screenplay), Phil Dusenberry (screenplay)","Robert Redford, Robert Duvall, Glenn Close, Kim Basinger",A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.,English,USA,https://m.media-amazon.com/images/M/MV5BZGU5NDU4ZTctYjE2YS00NTUxLWIzMTAtMTMxNTgxODAzNDI5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.5,"44,965",tt0087781
3099,Shampoo,1975,R,13 Mar 1975,110 min,"Comedy, Drama",Hal Ashby,"Robert Towne, Warren Beatty","Warren Beatty, Julie Christie, Goldie Hawn, Lee Grant","On Election Day, 1968, a hairdresser and ladies' man is too busy cutting hair and dealing with his various girlfriends and his mistress, whose husband he meets and finds out is having an affair with his ex-girlfriend.",English,USA,https://m.media-amazon.com/images/M/MV5BZWE0YmFhMDctOGFkYS00ODNmLTgyMTMtNzBiNWE2ZmNjNzdjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.4,"11,427",tt0073692
3100,A River Runs Through It,1992,PG,30 Oct 1992,123 min,Drama,Robert Redford,"Norman Maclean (story), Richard Friedenberg (screenplay)","Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn","The story about two sons of a stern minister -- one reserved, one rebellious -- growing up in rural Montana while devoted to fly fishing.",English,USA,https://m.media-amazon.com/images/M/MV5BNzE4YWZkOWMtOWZlNS00NzU4LTk5MDQtZjZkNDllMjM1NGI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,"54,417",tt0105265
3101,Fatal Attraction,1987,R,18 Sep 1987,119 min,"Drama, Thriller",Adrian Lyne,"James Dearden (screenplay), James Dearden (short film)","Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen",A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,English,USA,https://m.media-amazon.com/images/M/MV5BYjBjNzNiNWYtYWU0NC00OTdjLTk3NmYtM2NjZjc2ZGIwOTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.9,"78,566",tt0093010
3102,Jagged Edge,1985,R,04 Oct 1985,108 min,"Drama, Mystery, Thriller",Richard Marquand,Joe Eszterhas,"Maria Mayenzet, Peter Coyote, Dave Austin, Richard Partlow",A wealthy woman is murdered in her beach house. The husband is allegedly knocked out first. He inherits all. He has a female ex criminal prosecutor represent him in court.,English,USA,https://m.media-amazon.com/images/M/MV5BYjIxNjczNmEtNDAzYi00MDcyLWExZTYtYTc2NDZlMDA2MzAwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,6.5,"13,439",tt0089360
3103,Stanley & Iris,1990,PG-13,09 Feb 1990,104 min,"Drama, Romance",Martin Ritt,"Pat Barker (novel), Harriet Frank Jr. (screenplay), Irving Ravetch (screenplay)","Jane Fonda, Robert De Niro, Swoosie Kurtz, Martha Plimpton",A struggling widow falls in love with an illiterate short-order cook whom she teaches to read and write in her kitchen each night.,English,USA,https://m.media-amazon.com/images/M/MV5BMzhkYTEyYzItMWU5Ny00NjhiLWFiNmEtM2QwOWVlY2UyZThmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,6.4,"7,234",tt0100680
3104,Midnight Run,1988,R,20 Jul 1988,126 min,"Action, Comedy, Crime, Thriller",Martin Brest,George Gallo,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton","An accountant is chased by bounty hunters, the F.B.I., and the Mafia after jumping bail.",English,USA,https://m.media-amazon.com/images/M/MV5BZGIwM2JhNmQtYzQ5ZC00NzdkLTgwZjItMDRiN2QxM2ViMzk0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,7.5,"77,771",tt0095631
3105,Awakenings,1990,PG-13,11 Jan 1991,121 min,"Biography, Drama",Penny Marshall,"Oliver Sacks (book), Steven Zaillian (screenplay)","Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson","The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",English,USA,https://m.media-amazon.com/images/M/MV5BMjI5NjEzMDYyMl5BMl5BanBnXkFtZTgwNjgwNTg4NjE@._V1_SX300.jpg,7.8,"127,958",tt0099077
3106,Come See the Paradise,1990,R,01 Jan 1991,138 min,"Drama, Romance, War",Alan Parker,Alan Parker,"Dennis Quaid, Tamlyn Tomita, Sab Shimono, Shizuko Hoshi",The passionate romance between an Irish-American man and a Japanese-American woman is threatened when the Pearl Harbor attacks happen and the woman is forced into a prison camp because of her ethnicity.,"English, Japanese",USA,https://m.media-amazon.com/images/M/MV5BZDJmYWI4MTEtMjY0Yy00NDEyLWE4ZGYtNjFhYzFiMDlmMmM3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.7,"2,598",tt0099291
3107,Backdraft,1991,R,24 May 1991,137 min,"Action, Crime, Drama, Mystery, Thriller",Ron Howard,Gregory Widen,"Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland","Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose.",English,USA,https://m.media-amazon.com/images/M/MV5BZTFjOWVkNjUtYTdkOC00MGQ5LWI5OTQtMTIyYzQwN2UzMDgzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,6.7,"73,181",tt0101393
3108,The Fisher King,1991,R,27 Sep 1991,137 min,"Comedy, Drama, Fantasy",Terry Gilliam,Richard LaGravenese,"Jeff Bridges, Adam Bryant, Paul Lombardi, David Hyde Pierce","A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.",English,USA,https://m.media-amazon.com/images/M/MV5BOGZmMDM1NTQtMzc0Yi00ODRiLWJjYjQtMGRmYWRlOTY2ODMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.5,"80,603",tt0101889
3109,The River,1984,PG-13,11 Jan 1985,124 min,Drama,Mark Rydell,"Robert Dillon (story), Robert Dillon (screenplay), Julian Barry (screenplay)","Mel Gibson, Sissy Spacek, Shane Bailey, Becky Jo Lynch","A farming family battles severe storms, a bank is threatening to repossess their farm, and there are other hard times in a battle to save and hold on to their farm.",English,USA,https://m.media-amazon.com/images/M/MV5BZDVhYjg5OGEtYjZkZS00YjBmLTljMzItOWMxMmQ4N2YwNjliXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,6.4,"6,431",tt0088007
3110,Country,1984,PG,29 Sep 1984,105 min,Drama,Richard Pearce,William D. Wittliff,"Jessica Lange, Sam Shepard, Wilford Brimley, Matt Clark","Gilbert Ivy and his wife Jewell are farmers. They seem to be working against the odds, producing no financial surplus. Gilbert has lost hope of ever becoming prosperous, but his wife ...",English,USA,https://m.media-amazon.com/images/M/MV5BNDA2Nzc3MDktMDU5MS00NjU1LWEzZjktY2UzYjg1Y2U4YTM3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,6.7,"1,816",tt0087091
3111,Places in the Heart,1984,PG,05 Oct 1984,111 min,Drama,Robert Benton,Robert Benton,"Sally Field, Lindsay Crouse, Ed Harris, Amy Madigan","In central Texas in the 1930s, a widow, with two small children, tries to run her small 40-acre farm with the help of two disparate people.",English,USA,https://m.media-amazon.com/images/M/MV5BNGQwODc1NTctYTAzMS00M2YyLTgwNzMtNGY1MDE4MjE4YzY5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,7.4,"10,707",tt0087921
3112,"'night, Mother",1986,PG-13,29 Jan 1987,96 min,Drama,Tom Moore,"Marsha Norman (play), Marsha Norman (screenplay)","Sissy Spacek, Anne Bancroft, Ed Berke, Carol Robbins",A mother and daughter spend a night together after the daughter reveals that she will kill herself by the end of it.,English,USA,https://m.media-amazon.com/images/M/MV5BMjhkYTViYzItODg1ZS00OTRjLTlmMzUtMDIwYTM0OWRlNWQyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,7.6,"2,110",tt0090556
3113,End of Days,1999,R,24 Nov 1999,122 min,"Action, Fantasy, Horror, Thriller",Peter Hyams,Andrew W. Marlowe,"Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak","At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.","English, Latin",USA,https://m.media-amazon.com/images/M/MV5BYWM3MTMwYTYtNTVmOC00NWU2LWJjNmMtY2YwMDM4NWM4NDhiXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,5.8,"106,077",tt0146675
3114,Toy Story 2,1999,G,24 Nov 1999,92 min,"Animation, Adventure, Comedy, Family, Fantasy","John Lasseter, Ash Brannon(co-director), Lee Unkrich(co-director)","John Lasseter (original story by), Pete Docter (original story by), Ash Brannon (original story by), Andrew Stanton (original story by), Andrew Stanton (screenplay by), Rita Hsiao (screenplay by), Doug Chamberlin (screenplay by), Chris Webb (screenplay by)","Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","English, Arabic, Spanish",USA,https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,7.9,"535,539",tt0120363
3115,Flawless,1999,R,24 Nov 1999,112 min,"Comedy, Crime, Drama",Joel Schumacher,Joel Schumacher,"Robert De Niro, Philip Seymour Hoffman, Barry Miller, Chris Bauer","An ultraconservative security guard suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons, with the drag queen next door.",English,USA,https://m.media-amazon.com/images/M/MV5BOTJlMGU2YjgtOTQzNS00ODNmLTg4OTEtM2Y5NDE3MTNjMjNlXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,6.5,"17,903",tt0155711
3116,Miss Julie,1999,R,01 Sep 2000,103 min,Drama,Mike Figgis,"Helen Cooper (screenplay), August Strindberg (play)","Saffron Burrows, Peter Mullan, Maria Doyle Kennedy, Tam Dean Burn",A footman seduces a count's daughter.,English,"USA, UK",https://m.media-amazon.com/images/M/MV5BMjE4NjUyOTIzN15BMl5BanBnXkFtZTcwMTg4ODMyMQ@@._V1_SX300.jpg,6.2,"1,455",tt0189744
3117,Ride with the Devil,1999,R,05 Nov 1999,138 min,"Drama, Romance, War, Western",Ang Lee,"Daniel Woodrell (novel), James Schamus (screenplay)","Tobey Maguire, Jeremy W. Auman, Scott Sener, Skeet Ulrich","During the American Civil War, two friends join the Bushwhackers, a militant group loyal to the Confederacy.","English, German",USA,https://m.media-amazon.com/images/M/MV5BMTEzMTRjZDMtNjMyZi00N2I5LWIyYTAtNjNhNDQ4ZjVjNTY3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,6.7,"13,068",tt0134154
3118,Tumbleweeds,1999,PG-13,03 Mar 2000,102 min,"Comedy, Drama",Gavin O'Connor,"Angela Shelton (story), Gavin O'Connor (screenplay), Angela Shelton (screenplay)","Janet McTeer, Kimberly J. Brown, Jay O. Sanders, Gavin O'Connor","A woman and her daughter have been constantly moving from town to town for years, but their newest home might be different from all the others.",English,USA,https://m.media-amazon.com/images/M/MV5BZTgwOGVjNTEtMzRlYS00ZGE3LTk1ZGYtMDY3ODMzMjFiNmQxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,6.7,"3,259",tt0161023
3119,A Bay of Blood,1971,R,03 May 1972,84 min,"Horror, Mystery, Thriller",Mario Bava,"Mario Bava (screenplay), Giuseppe Zaccariello (screenplay), Filippo Ottoni (screenplay), Dardano Sacchetti (story), Gianfranco Barberi (story), Gene Luotto (dialogue)","Claudine Auger, Luigi Pistilli, Claudio Camaso, Anna Maria Rosati","The murder of a wealthy countess, which was erroneously deemed suicide, triggers a chain reaction of brutal killings in the surrounding bay area, as several unscrupulous characters try to take over her large estate.",Italian,Italy,https://m.media-amazon.com/images/M/MV5BMWY3NTFmMjYtMWFmNi00YzQzLWE4NDktZWM0Y2E2MDhmMjA2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.6,"9,569",tt0067656
3120,The Distinguished Gentleman,1992,R,04 Dec 1992,112 min,"Comedy, Crime",Jonathan Lynn,"Marty Kaplan (story), Jonathan Reynolds (story), Marty Kaplan (screenplay)","Eddie Murphy, Lane Smith, Sheryl Lee Ralph, Joe Don Baker","A conman discovers during a ""job"" that US Congress is where the money is. ""Name recognition"" gets him elected. Will he develop a conscience?",English,USA,https://m.media-amazon.com/images/M/MV5BOTJmYjQxYzEtOTljMC00NmEwLWFlMDktNmFmNTQ1MjE3NDU3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,5.9,"15,365",tt0104114
3121,The Hitch-Hiker,1953,Approved,29 Apr 1953,71 min,"Crime, Drama, Film-Noir, Thriller",Ida Lupino,"Collier Young (screenplay), Ida Lupino (screenplay), Robert L. Joseph (adaptation)","Edmond O'Brien, Frank Lovejoy, William Talman, José Torvay",Two fishermen pick up a psychotic escaped convict who tells them that he intends to murder them when the ride is over.,"English, Spanish",USA,https://m.media-amazon.com/images/M/MV5BNjM3NTY4OWYtNzkzNy00ZGZhLThkMmUtYjM4OTRlNmY0MWI2L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.0,"7,691",tt0045877
3122,Santa Fe Trail,1940,Not Rated,28 Dec 1940,110 min,"Adventure, Biography, Drama, History, Romance, War, Western",Michael Curtiz,Robert Buckner (original screenplay),"Errol Flynn, Olivia de Havilland, Raymond Massey, Ronald Reagan","In 1854, Jeb Stuart, George Custer and other graduates from West Point are posted to Kansas to help pacify the territory before railroad construction to Santa Fe can resume.",English,USA,https://m.media-amazon.com/images/M/MV5BMTcxNzk0NTEtMGYzYi00MDdjLWJlOGQtMmJlOGU0ODZiNzhkXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,6.3,"3,385",tt0033021
3123,Lauderdale,1989,R,08 Nov 1989,91 min,Comedy,Bill Milling,Bill Milling,"Renee Shugart, Darrel Guilbeau, Jeff Greenman, Janine Lindemulder","""Porky"" style teen comedy with plenty of gross out jokes and nudity. A nerd and his out-of-control friend chase a dream girl to a beach on Florida where all the expected carrying on occurs.",English,USA,https://m.media-amazon.com/images/M/MV5BMDVjMjVkOGMtMDFiYS00ZTE0LWJmZDEtMzliMjRhMjdjYTIxXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,3.9,258,tt0097717
